fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
-0.5281943702487119,0.9615758497615481,-1.3910371025826427,-0.4530766652469418,-0.2436304687056834,-0.46604671805704423,-0.37901411729367046,0.5580998653531202,1.2882399009324956,-0.579025378566879,-0.9599457953606226,5
-0.29845406476685127,1.9668271476507617,-1.3910371025826427,0.04340256663998549,0.22380518049685513,0.8723653192008122,0.6241679617209318,0.028251929345806354,-0.7197081416221462,0.12891007217488806,-0.584594225308564,5
-0.29845406476685127,1.2966596157246195,-1.1856994924804343,-0.1693742470258406,0.09632273071434454,-0.08364327884051381,0.22897502150305818,0.13422151654725736,-0.3310730366115724,-0.04807379051055384,-0.584594225308564,5
1.654338531828966,-1.3840105119799495,1.4836894388482733,-0.4530766652469418,-0.26487754366943517,0.10755844076775137,0.4113717631420768,0.6640694525545712,-0.9787982116291973,-0.46103613677658495,-0.584594225308564,6
-0.5281943702487119,0.9615758497615481,-1.3910371025826427,-0.4530766652469418,-0.2436304687056834,-0.46604671805704423,-0.37901411729367046,0.5580998653531202,1.2882399009324956,-0.579025378566879,-0.9599457953606226,5
-0.5281943702487119,0.7381866724528344,-1.3910371025826427,-0.524002269802217,-0.26487754366943517,-0.274844998448779,-0.19661737565465184,0.5580998653531202,1.2882399009324956,-0.579025378566879,-0.9599457953606226,5
-0.24101898839638572,0.403102906489763,-1.0830306874293303,-0.6658534789127676,-0.39235999345194544,-0.08364327884051381,0.3809723062022403,-0.18368724505715447,-0.0719829666045213,-1.1689715875183517,-0.9599457953606226,5
-0.5856294466191774,0.6823393781256558,-1.3910371025826427,-0.9495558971338689,-0.4773482933069525,-0.08364327884051381,-0.7742070575115441,-1.1374135298702723,0.5109696909113451,-1.1099769666232047,-0.3969184402825354,7
-0.29845406476685127,0.29140831783540583,-1.2883682975315383,-0.38215106069166643,-0.30737169359693867,-0.6572484376653094,-0.8654054283310534,0.028251929345806354,0.3166521384060554,-0.5200307576717322,-0.8661079028476084,7
-0.47075929387824683,-0.15537003678202213,0.45700138833723164,2.525798726074621,-0.3498658435244422,0.10755844076775137,1.6881489546152069,0.5580998653531202,0.251879620904294,0.836845522916655,0.07227102228253755,5
-0.9302399048419686,0.29140831783540583,-0.980361882378226,-0.524002269802217,0.20255810553310336,-0.08364327884051381,0.563369047841259,-0.44861121306078194,-0.20152800160804685,-0.6970146203571735,-1.1476215803866527,5
-0.47075929387824683,-0.15537003678202213,0.45700138833723164,2.525798726074621,-0.3498658435244422,0.10755844076775137,1.6881489546152069,0.5580998653531202,0.251879620904294,0.836845522916655,0.07227102228253755,5
-1.5620257449170865,0.48687384798053085,-1.3910371025826427,-0.6658534789127676,0.03258150582308925,0.011957580963618777,0.3809723062022403,-1.2963679106725077,1.7416475234448365,-0.8150038621474681,-0.4907563327955497,5
-0.29845406476685127,0.45895020081694154,0.09766057065836714,-0.6658534789127676,0.563758379916883,-0.6572484376653094,-0.5310114019928526,0.34616069095015933,-0.3310730366115724,5.320436710947846,-1.241459472899667,5
0.3333317753082665,0.5147974951441201,-0.4670178571227055,0.8945098213032889,1.8810770276694908,3.4535885339123924,2.9953256030281734,0.981978214158983,-0.9787982116291973,1.3088024900778328,-1.1476215803866527,5
0.3333317753082665,0.5147974951441201,-0.4156834545971534,0.9654354258585643,1.7535945778869808,3.3579876741082595,3.0865239738476826,0.981978214158983,-0.914025694127436,1.6037755945535694,-1.1476215803866527,5
0.10359146982640544,-1.3840105119799495,1.4836894388482733,-0.524002269802217,0.09632273071434454,1.828373917242138,1.7185484115550433,0.08123672294653185,-0.0719829666045213,0.5418724184409185,0.07227102228253755,7
-0.12614883565545568,0.1797137291810493,0.046326168132815315,-0.5949278743574924,5.960515420709827,0.011957580963618777,0.28977393538273105,0.028251929345806354,-1.3026607991380126,3.668587325883723,-1.0537836878736369,5
-0.5281943702487119,0.3472556121625844,-0.980361882378226,1.3200634486349412,-0.03115971906816604,-0.9440510170777072,-0.5310114019928526,0.34616069095015933,0.4461971734095809,-0.9329931039377628,-1.3352973654126814,4
-0.24101898839638572,-1.1606213346712355,1.2270174262205127,-0.524002269802217,5.386844396688529,0.10755844076775137,0.28977393538273105,0.08123672294653185,-1.7560684216503506,2.4886949079807783,-1.1476215803866527,6
0.3333317753082665,-1.719094277943021,1.0730142186438563,-0.524002269802217,-0.2223833937419316,1.2547687584173426,0.4113717631420768,0.028251929345806354,0.5109696909113451,-0.7560092412523208,-0.9599457953606226,6
-0.4133242175077818,-0.7696902743809858,0.20032937570947135,-0.1693742470258406,-0.1161480189231728,0.6811635995925469,0.7457657894802775,0.7700390397560222,1.3530124184342598,-0.04807379051055384,-0.6784321178215799,5
-0.24101898839638572,-0.5463010970722718,-0.3130146495460493,-0.6658534789127676,0.39378178020686894,-0.5616475778611768,-0.28781574647416114,-0.07771765785564465,-0.914025694127436,1.4857863527632749,-0.8661079028476084,5
0.10359146982640544,-0.21121733110920068,-0.82635867480157,-0.1693742470258406,-0.07365386899566927,-0.6572484376653094,0.6241679617209318,0.028251929345806354,-0.914025694127436,-0.7560092412523208,-0.9599457953606226,5
-0.815369752101038,-0.7138429800538072,-0.6723554672249137,-0.09844864247056524,-0.05240679403191751,0.48996187998428176,-0.19661737565465184,0.028251929345806354,0.7700597609183962,-0.16606303230084846,-0.6784321178215799,6
-1.1599802103238297,-0.7696902743809858,-0.5696866621738096,-0.8077046880233183,-0.15864216885067634,-0.46604671805704423,-0.7134081436318712,-0.660550387463684,0.1871071034025298,-0.579025378566879,-1.0537836878736369,5
-0.4133242175077818,-0.6579956857266289,-0.15901144196939312,-0.524002269802217,-0.15864216885067634,-1.1352527366859724,-1.0782016269099084,-0.28965683225860545,-0.20152800160804685,-0.40204151588143766,-0.8661079028476084,5
-0.24101898839638572,-0.5463010970722718,-0.3130146495460493,-0.6658534789127676,0.39378178020686894,-0.5616475778611768,-0.28781574647416114,-0.07771765785564465,-0.914025694127436,1.4857863527632749,-0.8661079028476084,5
-0.700499599360108,1.0174231440887267,-1.3910371025826427,-0.4530766652469418,-0.15864216885067634,-0.17924413864464642,-0.348614660353834,0.24019110374870836,1.0291498309254474,-0.6380199994620263,-0.9599457953606226,5
-0.29845406476685127,0.6544157309620665,-1.3910371025826427,-0.38215106069166643,-0.1161480189231728,-0.752849297469442,-0.9262043422107262,-0.18368724505715447,0.4461971734095809,-0.40204151588143766,-0.584594225308564,6
-0.9302399048419686,0.8219576139436022,-1.031696284903778,-0.09844864247056524,0.03258150582308925,0.10755844076775137,1.0801598158184782,-0.5015960066615075,0.251879620904294,-0.6970146203571735,-0.30308054776952115,5
-0.815369752101038,0.8778049082707808,-1.3910371025826427,-0.02752303791528988,0.37253470524311716,0.5855627397884143,-0.28781574647416114,-0.07771765785564465,0.9643773134236832,-0.5200307576717322,0.16610891479555182,6
-0.011278682914524617,0.7102630252892451,-0.7750242722760179,-0.1693742470258406,-0.09490094395942103,-0.08364327884051381,2.0225429809534075,-0.07771765785564465,-0.914025694127436,0.01092083038459346,-0.584594225308564,5
-0.815369752101038,0.43102655365335224,-0.7750242722760179,5.788376535617284,-0.30737169359693867,2.306378216262801,1.1105592727583147,1.3528717693640615,0.8996047959219218,-0.8150038621474681,-0.9599457953606226,6
-1.791766050398947,-1.1606213346712355,-0.10767703944384101,-0.524002269802217,0.33004055531561366,-0.274844998448779,0.10737719374371246,-0.554580800262233,0.4461971734095809,-0.6380199994620263,-1.1476215803866527,5
-0.29845406476685127,0.6544157309620665,-1.3910371025826427,2.1002450987429695,-0.03115971906816604,-1.0396518768818397,-0.8654054283310534,0.981978214158983,0.5757422084131065,-0.6380199994620263,-0.7722700103345941,6
-0.29845406476685127,0.403102906489763,-0.6723554672249137,-0.09844864247056524,-0.03115971906816604,-1.230853596490105,-0.9566037991505626,0.3991454845509437,0.7052872434166321,-0.3430468949862904,0.353784699821582,6
-0.12614883565545568,-0.8255375687081643,0.046326168132815315,-0.311225456136391,-0.4561012183432007,-0.274844998448779,-0.5006119450530162,0.028251929345806354,-0.5253905891168593,0.4238831766506239,-0.6784321178215799,7
-1.5045906685466208,3.3630095058302243,-0.929027479852674,-0.736779083468043,1.796088727814484,-0.8484501572735746,-0.8350059713912169,-1.4553222914746842,1.2234673834307344,-1.0509823457280574,-0.584594225308564,4
-0.5856294466191774,-0.43460650841791465,0.45700138833723164,2.3839475169640707,-0.2861246186331869,-0.3704458582529116,1.2321571005176604,0.5580998653531202,0.12233458590076847,1.0138293856020963,0.07227102228253755,5
-0.5856294466191774,-0.43460650841791465,0.45700138833723164,2.3839475169640707,-0.2861246186331869,-0.3704458582529116,1.2321571005176604,0.5580998653531202,0.12233458590076847,1.0138293856020963,0.07227102228253755,5
0.2758966989378015,0.45895020081694154,0.14899497318391924,0.18525377575053592,0.011334430859337486,0.10755844076775137,-0.014220634015633263,0.4521302781516692,-0.3310730366115724,-0.8739984830426154,-1.0537836878736369,4
-0.47075929387824683,-0.21121733110920068,-0.3643490520716013,0.04340256663998549,5.195620722014763,-0.752849297469442,-0.9870032560903991,0.028251929345806354,-0.6549356241203849,1.4267917318681274,0.07227102228253755,6
-0.12614883565545568,0.7381866724528344,-0.2616802470204972,-0.24029985158111566,-0.39235999345194544,-0.6572484376653094,-0.7134081436318712,0.028251929345806354,-0.0719829666045213,3.1966303587225444,-0.11540476274349097,5
-0.8728048284715035,0.7940339667800129,-1.2883682975315383,-0.524002269802217,-0.7960544177632286,-1.0396518768818397,-1.0782016269099084,-0.28965683225860545,1.0939223484272087,-0.8150038621474681,-0.8661079028476084,5
-2.136376508621739,-0.043675448127664974,-0.6210210646993617,-0.311225456136391,-0.7110661179082217,-0.752849297469442,0.563369047841259,-1.773231053079096,3.8143680835012423,-0.579025378566879,2.5120562276209166,4
-0.3558891411373163,2.273987266450244,0.8163422060160961,-0.24029985158111566,0.563758379916883,0.5855627397884143,2.052942437893244,0.13422151654725736,-0.3958455541133338,0.4238831766506239,-1.1476215803866527,5
0.21846162256733548,-1.3281632176527711,1.2783518287460647,-0.6658534789127676,0.5425113049531313,-0.3704458582529116,-0.28781574647416114,0.08123672294653185,-0.3958455541133338,-0.46103613677658495,-0.8661079028476084,5
